path,participant_id,sequence_id,sign
train_landmark_files/22343/1027052313.parquet,22343,1027052313,wake
train_landmark_files/26734/1027079546.parquet,26734,1027079546,look
train_landmark_files/32319/1027379643.parquet,32319,1027379643,sleepy
train_landmark_files/49445/1027422830.parquet,49445,1027422830,airplane
train_landmark_files/2044/1027509344.parquet,2044,1027509344,mouth
train_landmark_files/27610/1027533264.parquet,27610,1027533264,mouth
train_landmark_files/29302/1027576970.parquet,29302,1027576970,napkin
train_landmark_files/2044/1027900681.parquet,2044,1027900681,sad
train_landmark_files/37055/1027979942.parquet,37055,1027979942,yesterday
train_landmark_files/4718/1028248004.parquet,4718,1028248004,cat
train_landmark_files/2044/1028534474.parquet,2044,1028534474,icecream
train_landmark_files/26734/1028583838.parquet,26734,1028583838,nuts
train_landmark_files/61333/1028627065.parquet,61333,1028627065,bee
train_landmark_files/62590/1028680354.parquet,62590,1028680354,tooth
train_landmark_files/55372/1028804567.parquet,55372,1028804567,blow
train_landmark_files/61333/1029617697.parquet,61333,1029617697,make
train_landmark_files/25571/1029620954.parquet,25571,1029620954,ear
train_landmark_files/30680/1029641741.parquet,30680,1029641741,toothbrush
train_landmark_files/26734/1029646763.parquet,26734,1029646763,wake
train_landmark_files/26734/1029689790.parquet,26734,1029689790,flower
train_landmark_files/30680/1029829062.parquet,30680,1029829062,cry
train_landmark_files/18796/1029866550.parquet,18796,1029866550,shhh
train_landmark_files/49445/102996030.parquet,49445,102996030,farm
train_landmark_files/49445/1030121388.parquet,49445,1030121388,ear
train_landmark_files/27610/1030256097.parquet,27610,1030256097,closet
train_landmark_files/30680/1030388949.parquet,30680,1030388949,lion
train_landmark_files/29302/1030406748.parquet,29302,1030406748,gift
train_landmark_files/18796/1030417467.parquet,18796,1030417467,nuts
train_landmark_files/4718/1030853086.parquet,4718,1030853086,home
train_landmark_files/53618/1030910923.parquet,53618,1030910923,who
train_landmark_files/4718/1030999521.parquet,4718,1030999521,shhh
train_landmark_files/18796/103135457.parquet,18796,103135457,duck
train_landmark_files/28656/1031535584.parquet,28656,1031535584,airplane
train_landmark_files/37055/103159994.parquet,37055,103159994,pajamas
train_landmark_files/49445/1031646687.parquet,49445,1031646687,because
train_landmark_files/27610/1031658415.parquet,27610,1031658415,man
train_landmark_files/62590/1031693648.parquet,62590,1031693648,hello
train_landmark_files/16069/1031724967.parquet,16069,1031724967,blow
train_landmark_files/61333/1031966450.parquet,61333,1031966450,old
train_landmark_files/32319/1032050962.parquet,32319,1032050962,mom
train_landmark_files/62590/1032052342.parquet,62590,1032052342,cow
train_landmark_files/22343/1032077953.parquet,22343,1032077953,mouse
train_landmark_files/55372/1032732873.parquet,55372,1032732873,brother
train_landmark_files/25571/103287993.parquet,25571,103287993,look
train_landmark_files/36257/1033007049.parquet,36257,1033007049,mom
train_landmark_files/53618/1033017715.parquet,53618,1033017715,frog
train_landmark_files/37779/103306512.parquet,37779,103306512,make
train_landmark_files/26734/1033074883.parquet,26734,1033074883,talk
train_landmark_files/37779/1033157961.parquet,37779,1033157961,think
train_landmark_files/37779/1033181756.parquet,37779,1033181756,hello
train_landmark_files/36257/1033356370.parquet,36257,1033356370,kitty
train_landmark_files/16069/1033652090.parquet,16069,1033652090,food
train_landmark_files/61333/1033678481.parquet,61333,1033678481,farm
train_landmark_files/30680/1033713533.parquet,30680,1033713533,home
train_landmark_files/53618/1033802210.parquet,53618,1033802210,old
train_landmark_files/26734/1033908380.parquet,26734,1033908380,kitty
train_landmark_files/36257/1033988482.parquet,36257,1033988482,man
train_landmark_files/22343/10339979.parquet,22343,10339979,yesterday
train_landmark_files/37055/1034102348.parquet,37055,1034102348,sun
train_landmark_files/55372/1034356838.parquet,55372,1034356838,drink
train_landmark_files/16069/103441466.parquet,16069,103441466,sad
train_landmark_files/36257/1034423299.parquet,36257,1034423299,bye
train_landmark_files/2044/103445643.parquet,2044,103445643,orange
train_landmark_files/62590/1034534475.parquet,62590,1034534475,bee
train_landmark_files/53618/1034631660.parquet,53618,1034631660,drink
train_landmark_files/37779/1034670586.parquet,37779,1034670586,toothbrush
train_landmark_files/37055/1034701769.parquet,37055,1034701769,brown
train_landmark_files/22343/1034721067.parquet,22343,1034721067,yesterday
train_landmark_files/62590/1034885086.parquet,62590,1034885086,napkin
train_landmark_files/26734/1034890958.parquet,26734,1034890958,alligator
train_landmark_files/27610/1034965249.parquet,27610,1034965249,kiss
train_landmark_files/49445/1035013846.parquet,49445,1035013846,pretend
train_landmark_files/26734/103511393.parquet,26734,103511393,donkey
train_landmark_files/2044/1035224046.parquet,2044,1035224046,bee
train_landmark_files/34503/103525223.parquet,34503,103525223,drink
train_landmark_files/61333/1035296890.parquet,61333,1035296890,orange
train_landmark_files/55372/1035456503.parquet,55372,1035456503,cry
train_landmark_files/53618/1035578639.parquet,53618,1035578639,pretend
train_landmark_files/4718/1035642852.parquet,4718,1035642852,dry
train_landmark_files/16069/1035872222.parquet,16069,1035872222,tiger
train_landmark_files/32319/1036252951.parquet,32319,1036252951,duck
train_landmark_files/34503/1036379240.parquet,34503,1036379240,look
train_landmark_files/32319/1036450361.parquet,32319,1036450361,taste
train_landmark_files/25571/1036570100.parquet,25571,1036570100,flower
train_landmark_files/61333/103696964.parquet,61333,103696964,lips
train_landmark_files/26734/1037101906.parquet,26734,1037101906,yesterday
train_landmark_files/29302/1037194971.parquet,29302,1037194971,hear
train_landmark_files/18796/1037272350.parquet,18796,1037272350,aunt
train_landmark_files/26734/1037419312.parquet,26734,1037419312,pajamas
train_landmark_files/36257/1037679953.parquet,36257,1037679953,lion
train_landmark_files/32319/1037905016.parquet,32319,1037905016,airplane
train_landmark_files/62590/1037947715.parquet,62590,1037947715,icecream
train_landmark_files/4718/1038078616.parquet,4718,1038078616,owl
train_landmark_files/49445/1038127473.parquet,49445,1038127473,pretend
train_landmark_files/26734/1038270357.parquet,26734,1038270357,balloon
train_landmark_files/36257/1038497922.parquet,36257,1038497922,dry
train_landmark_files/55372/103874012.parquet,55372,103874012,tooth
train_landmark_files/22343/1038749660.parquet,22343,1038749660,wake
train_landmark_files/30680/1038775117.parquet,30680,1038775117,pajamas
train_landmark_files/36257/1038912136.parquet,36257,1038912136,old
train_landmark_files/30680/1039062493.parquet,30680,1039062493,loud
train_landmark_files/62590/1039263697.parquet,62590,1039263697,bye
train_landmark_files/61333/1039386922.parquet,61333,1039386922,pretty
train_landmark_files/2044/1039405470.parquet,2044,1039405470,wake
train_landmark_files/26734/1039422261.parquet,26734,1039422261,find
train_landmark_files/53618/1039933323.parquet,53618,1039933323,man
train_landmark_files/53618/1039995284.parquet,53618,1039995284,doll
train_landmark_files/18796/1040013639.parquet,18796,1040013639,penny
train_landmark_files/25571/1040080251.parquet,25571,1040080251,hello
train_landmark_files/53618/1040091276.parquet,53618,1040091276,flower
train_landmark_files/26734/1040367401.parquet,26734,1040367401,tooth
train_landmark_files/36257/1040779523.parquet,36257,1040779523,fireman
train_landmark_files/62590/1041048209.parquet,62590,1041048209,sleepy
train_landmark_files/37779/10410955.parquet,37779,10410955,closet
train_landmark_files/29302/1041199032.parquet,29302,1041199032,farm
train_landmark_files/62590/1041304780.parquet,62590,1041304780,flower
train_landmark_files/37055/1041325899.parquet,37055,1041325899,bee
train_landmark_files/4718/1041421776.parquet,4718,1041421776,cry
train_landmark_files/4718/104148194.parquet,4718,104148194,napkin
train_landmark_files/22343/1041640986.parquet,22343,1041640986,mom
train_landmark_files/27610/1041695109.parquet,27610,1041695109,kiss
train_landmark_files/34503/1041845026.parquet,34503,1041845026,lips
train_landmark_files/62590/1041859085.parquet,62590,1041859085,gift
train_landmark_files/18796/1041866445.parquet,18796,1041866445,think
train_landmark_files/61333/1041928684.parquet,61333,1041928684,food
train_landmark_files/53618/1042235492.parquet,53618,1042235492,eye
train_landmark_files/29302/1042256889.parquet,29302,1042256889,penny
train_landmark_files/62590/1042295381.parquet,62590,1042295381,closet
train_landmark_files/22343/1042366453.parquet,22343,1042366453,airplane
train_landmark_files/55372/104238255.parquet,55372,104238255,duck
train_landmark_files/4718/1042662858.parquet,4718,1042662858,lips
train_landmark_files/25571/1042775189.parquet,25571,1042775189,wake
train_landmark_files/27610/1042805901.parquet,27610,1042805901,dry
train_landmark_files/26734/1042895453.parquet,26734,1042895453,tiger
train_landmark_files/36257/1043061666.parquet,36257,1043061666,gum
train_landmark_files/26734/1043066340.parquet,26734,1043066340,farm
train_landmark_files/61333/104312539.parquet,61333,104312539,cry
train_landmark_files/37055/1043774222.parquet,37055,1043774222,wake
train_landmark_files/61333/1043846192.parquet,61333,1043846192,ear
train_landmark_files/27610/1043917700.parquet,27610,1043917700,icecream
train_landmark_files/53618/1044100553.parquet,53618,1044100553,taste
train_landmark_files/18796/1044159223.parquet,18796,1044159223,lion
train_landmark_files/29302/1044166375.parquet,29302,1044166375,pen
train_landmark_files/37779/1044179662.parquet,37779,1044179662,cow
train_landmark_files/28656/1044276250.parquet,28656,1044276250,doll
train_landmark_files/2044/1044479555.parquet,2044,1044479555,yesterday
train_landmark_files/29302/104454935.parquet,29302,104454935,horse
train_landmark_files/27610/1044668832.parquet,27610,1044668832,horse
train_landmark_files/16069/1044708688.parquet,16069,1044708688,bird
train_landmark_files/37779/1044968368.parquet,37779,1044968368,lion
train_landmark_files/49445/1045114673.parquet,49445,1045114673,drink
train_landmark_files/53618/1045215454.parquet,53618,1045215454,hear
train_landmark_files/49445/1045321300.parquet,49445,1045321300,airplane
train_landmark_files/53618/1045478644.parquet,53618,1045478644,airplane
train_landmark_files/16069/1045510771.parquet,16069,1045510771,pretty
train_landmark_files/53618/1045515676.parquet,53618,1045515676,gift
train_landmark_files/49445/1045704130.parquet,49445,1045704130,napkin
train_landmark_files/62590/1045787067.parquet,62590,1045787067,eye
train_landmark_files/25571/1045793732.parquet,25571,1045793732,doll
train_landmark_files/29302/1045855826.parquet,29302,1045855826,pretend
train_landmark_files/32319/1045887242.parquet,32319,1045887242,wake
train_landmark_files/27610/1045949632.parquet,27610,1045949632,old
train_landmark_files/36257/1046162244.parquet,36257,1046162244,mouse
train_landmark_files/37055/1046463258.parquet,37055,1046463258,lips
train_landmark_files/18796/1046474374.parquet,18796,1046474374,old
train_landmark_files/32319/1046513185.parquet,32319,1046513185,because
train_landmark_files/62590/104663714.parquet,62590,104663714,bird
train_landmark_files/37055/1046725989.parquet,37055,1046725989,pretend
train_landmark_files/27610/1046805519.parquet,27610,1046805519,orange
train_landmark_files/30680/1047094149.parquet,30680,1047094149,nuts
train_landmark_files/61333/1047407518.parquet,61333,1047407518,awake
train_landmark_files/22343/104756389.parquet,22343,104756389,hear
train_landmark_files/61333/1047646329.parquet,61333,1047646329,closet
train_landmark_files/61333/1047781271.parquet,61333,1047781271,gift
train_landmark_files/29302/1047831359.parquet,29302,1047831359,napkin
train_landmark_files/29302/1047928737.parquet,29302,1047928737,farm
train_landmark_files/37779/1047968766.parquet,37779,1047968766,duck
train_landmark_files/29302/1048033497.parquet,29302,1048033497,sad
train_landmark_files/36257/104804968.parquet,36257,104804968,lion
train_landmark_files/22343/1048164520.parquet,22343,1048164520,mouse
train_landmark_files/28656/1048182726.parquet,28656,1048182726,aunt
train_landmark_files/37055/1048201656.parquet,37055,1048201656,pretty
train_landmark_files/26734/1048321924.parquet,26734,1048321924,cat
train_landmark_files/25571/1048480380.parquet,25571,1048480380,who
train_landmark_files/26734/1048634291.parquet,26734,1048634291,donkey
train_landmark_files/37779/1049102978.parquet,37779,1049102978,mouth
train_landmark_files/36257/1049139592.parquet,36257,1049139592,ear
train_landmark_files/22343/1049166340.parquet,22343,1049166340,yesterday
train_landmark_files/37779/104919997.parquet,37779,104919997,mouse
train_landmark_files/55372/1049357729.parquet,55372,1049357729,tiger
train_landmark_files/2044/1049406547.parquet,2044,1049406547,kiss
train_landmark_files/25571/1049521508.parquet,25571,1049521508,flower
train_landmark_files/49445/1049674516.parquet,49445,1049674516,pizza
train_landmark_files/32319/1049896113.parquet,32319,1049896113,gum
train_landmark_files/30680/1049999808.parquet,30680,1049999808,doll
train_landmark_files/27610/1050083074.parquet,27610,1050083074,cow
train_landmark_files/28656/1050328104.parquet,28656,1050328104,old
train_landmark_files/36257/1050467395.parquet,36257,1050467395,shhh
train_landmark_files/26734/105049882.parquet,26734,105049882,flower
train_landmark_files/25571/1050684799.parquet,25571,1050684799,hello
train_landmark_files/32319/1050735060.parquet,32319,1050735060,old
train_landmark_files/36257/1050905155.parquet,36257,1050905155,cat
train_landmark_files/30680/1051089496.parquet,30680,1051089496,icecream
train_landmark_files/62590/1051292249.parquet,62590,1051292249,toothbrush
train_landmark_files/62590/1051314444.parquet,62590,1051314444,listen
train_landmark_files/49445/1051385149.parquet,49445,1051385149,doll
train_landmark_files/36257/1051761094.parquet,36257,1051761094,owl
train_landmark_files/32319/105176252.parquet,32319,105176252,talk
train_landmark_files/25571/1051788823.parquet,25571,1051788823,gift
train_landmark_files/16069/1051872288.parquet,16069,1051872288,nuts
train_landmark_files/55372/105198856.parquet,55372,105198856,gift
train_landmark_files/37055/1052055975.parquet,37055,1052055975,old
train_landmark_files/34503/1052088640.parquet,34503,1052088640,lion
train_landmark_files/53618/1052165221.parquet,53618,1052165221,listen
train_landmark_files/36257/1052250735.parquet,36257,1052250735,uncle
train_landmark_files/36257/1052304950.parquet,36257,1052304950,blow
train_landmark_files/26734/1052630803.parquet,26734,1052630803,sleepy
train_landmark_files/27610/1052839828.parquet,27610,1052839828,mom
train_landmark_files/49445/1053467149.parquet,49445,1053467149,listen
train_landmark_files/2044/1053608274.parquet,2044,1053608274,owl
train_landmark_files/34503/1053641484.parquet,34503,1053641484,duck
train_landmark_files/55372/1053698730.parquet,55372,1053698730,eye
train_landmark_files/27610/1053761982.parquet,27610,1053761982,mad
train_landmark_files/32319/1053911557.parquet,32319,1053911557,wake
train_landmark_files/18796/1053957562.parquet,18796,1053957562,pajamas
train_landmark_files/29302/1054092160.parquet,29302,1054092160,gum
train_landmark_files/37779/1054101510.parquet,37779,1054101510,horse
train_landmark_files/4718/1054103924.parquet,4718,1054103924,mouse
train_landmark_files/2044/1054127925.parquet,2044,1054127925,goose
train_landmark_files/29302/1054406983.parquet,29302,1054406983,bee
train_landmark_files/37779/1054428699.parquet,37779,1054428699,balloon
train_landmark_files/25571/1054525789.parquet,25571,1054525789,flower
